id_univoco_globale;IdBra;titolo;autore;strumento;volume;PercRadice;PercResto;PrimoLInk;TipoMulti;TipoDocu;ArchivioProvenienza;NumPag;NumOrig;IdVolume;IdAutore
7328;21150;Goin' Out Of My Head - Teddy Randazzo/Bobby Weinstein;;C,Bb,Eb;Goin' Out Of My Head - Teddy Randazzo-bobby Weinstein.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Goin' Out Of My Head - Teddy Randazzo-bobby Weinstein.MG1;BiaB;B;BiaB;;;;
7334;21151;Golden Earrings - Jay Livingston/Victor Young;;C,Bb,Eb;Golden Earrings - Jay Livingston-victor Young.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Golden Earrings - Jay Livingston-victor Young.MGU;BiaB;B;BiaB;;;;
7339;8397;Golden Notebooks ;;Eb;Real Book2 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book2 Eb.pdf;PDF;B;Realbook;130;;8381;
7340;29136;Golden slumbers;Beatles;C,Bb,Eb;Hal Leonard - The Beatles - Abbey Road ( Guitar Recorded Versions Tabs).pdf;C:\JamsetPDF;\Hal Leonard\;P:\Hal Leonard\Hal Leonard - The Beatles - Abbey Road ( Guitar Recorded Versions Tabs).pdf;PDF;B;Hal Leonard Partiture;93;;29132;
7341;21152;goldrush;;C,Bb,Eb;Goldrush.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Goldrush.MGU;BiaB;B;BiaB;;;;
7342;24524;goldrush;;C,Bb,Eb;Goldrush.MGU;C:\JamsetPDF;\BiabDBRicerca\Pop Song\;O:\BiabDBRicerca\Pop Song\Goldrush.MGU;BiaB;B;Biab;;;;
7354;21154;Gone With The Wind;;C,Bb,Eb;Gone With The Wind.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Gone With The Wind.MGU;BiaB;B;BiaB;;;;
7355;21153;Gone With The Wind;;C,Bb,Eb;Gone With The Wind.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Gone With The Wind.MG1;BiaB;B;BiaB;;;;
7356;29266;Gone With The Wind;;Eb;Aebersold - Vol.58 - Unforgettable Standards COMPLETO.pdf;C:\JamsetPDF;\Aeber\Vol.58 - Unforgettable COMPLETO\;P:\Aeber\Vol.58 - Unforgettable COMPLETO\Aebersold - Vol.58 - Unforgettable Standards COMPLETO.pdf;PDF;B;Aebersold;41;2;12436;
7357;8894;GONE WITH THE WIND ;;Eb;The New Real Book (Eb) Vol.1.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\The New Real Book (Eb) Vol.1.pdf;PDF;B;Realbook;107;;8804;
7358;21155;Gone With The Wind - Herb Magidson;;C,Bb,Eb;Gone With The Wind - Herb Magidson.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Gone With The Wind - Herb Magidson.MG1;BiaB;B;BiaB;;;;
7359;21156;Gonna Build a Mountain;;C,Bb,Eb;Gonna Build a Mountain.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Gonna Build a Mountain.MGU;BiaB;B;BiaB;;;;
7360;14267;Gonna Fly Now (Rocky) - Arr Philippe Marillia;Philippe Marillia;C,Bb,Eb;Gonna Fly Now (Rocky) - Arr Philippe Marillia.rar;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Gonna Fly Now (Rocky) - Arr Philippe Marillia.rar;COM;B;BIGBAND;;;;
7361;14270;Gonna Fly Now -(Rocky) - B.Conti, C.Connor and A.Robbins-arr G..Garanyana;G..Garanyana;C,Bb,Eb;Gonna Fly Now -(Rocky) - B.Conti, C.Connor and A.Robbins-arr G..Garanyana.xml;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Gonna Fly Now -(Rocky) - B.Conti, C.Connor and A.Robbins-arr G..Garanyana.xml;XML;B;BIGBAND;;;;
7362;14269;Gonna Fly Now -(Rocky) - B.Conti, C.Connor and A.Robbins-arr G..Garanyana;G..Garanyana;C,Bb,Eb;Gonna Fly Now -(Rocky) - B.Conti, C.Connor and A.Robbins-arr G..Garanyana.sib;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Gonna Fly Now -(Rocky) - B.Conti, C.Connor and A.Robbins-arr G..Garanyana.sib;SIB;B;BIGBAND;;;;
7363;14268;Gonna Fly Now -(Rocky) - B.Conti, C.Connor and A.Robbins-arr G..Garanyana;G..Garanyana;C,Bb,Eb;Gonna Fly Now -(Rocky) - B.Conti, C.Connor and A.Robbins-arr G..Garanyana;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Gonna Fly Now -(Rocky) - B.Conti, C.Connor and A.Robbins-arr G..Garanyana;FIN;B;BIGBAND;;;;
7364;14271;Gonna Fly Now (Rocky) SCORE - Arr Philippe Marillia;Philippe Marillia;C,Bb,Eb;Gonna Fly Now (Rocky) SCORE - Arr Philippe Marillia.pdf;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Gonna Fly Now (Rocky) SCORE - Arr Philippe Marillia.pdf;PDF;B;BIGBAND;;;;
7373;21157;Good Bait;;C,Bb,Eb;Good Bait.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Good Bait.MG1;BiaB;B;BiaB;;;;
7374;28963;Good Bait;;Eb;Aebersold - Vol. 065 - Four and More (c-bb-eb-bass) noten.pdf;C:\JamsetPDF;\Aeber\Vol.65 - Four & More COMPLETO\;P:\Aeber\Vol.65 - Four & More COMPLETO\Aebersold - Vol. 065 - Four and More (c-bb-eb-bass) noten.pdf;PDF;B;Aebersold;66;11;12471;
7375;8398;Good Bait ;;Eb;Real Book2 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book2 Eb.pdf;PDF;B;Realbook;129;;8381;
7377;21159;Good Bait - Tadd Dameron;;C,Bb,Eb;Good Bait - Tadd Dameron.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Good Bait - Tadd Dameron.MG1;BiaB;B;BiaB;;;;
7378;21158;GOOD BAIT ( TODD DAMERON );;C,Bb,Eb;Good Bait  ( Todd Dameron ).MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Good Bait  ( Todd Dameron ).MG1;BiaB;B;BiaB;;;;
7382;21160;GOOD KING WENCESLAS;;C,Bb,Eb;GOOD KING WENCESLAS.MG9;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\GOOD KING WENCESLAS.MG9;BiaB;B;BiaB;;;;
7398;21161;Good Morning Heartache;;C,Bb,Eb;Good Morning Heartache.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Good Morning Heartache.MG1;BiaB;B;BiaB;;;;
7399;9495;Good Morning Heartache;;Eb;Hal Leonard real jazz standards fake book - Eb edition - hal leonard.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Hal Leonard real jazz standards fake book - Eb edition - hal leonard.pdf;PDF;B;Realbook;147;;9433;
7403;21162;Good Night Irene - Lomax/Ledbetter;;C,Bb,Eb;Good Night Irene - Lomax-ledbetter.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Good Night Irene - Lomax-ledbetter.MGU;BiaB;B;BiaB;;;;
7404;21163;GOOD OLD BOYS LIKE ME - DON WILLIAMS;;C,Bb,Eb;Good Old Boys Like Me  -  Don Williams.MG9;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Good Old Boys Like Me  -  Don Williams.MG9;BiaB;B;BiaB;;;;
7405;24525;GOOD OLD BOYS LIKE ME - DON WILLIAMS;;C,Bb,Eb;Good Old Boys Like Me  -  Don Williams.MG9;C:\JamsetPDF;\BiabDBRicerca\Pop Song\;O:\BiabDBRicerca\Pop Song\Good Old Boys Like Me  -  Don Williams.MG9;BiaB;B;Biab;;;;
7409;14272;Good Time Roll - Arr Big Path band;Big Path band;C,Bb,Eb;Good Time Roll  - Arr Big Path band.sib;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Good Time Roll  - Arr Big Path band.sib;SIB;B;BIGBAND;;;;
7410;14273;Good Time Roll - Arr Big Path band;Big Path band;C,Bb,Eb;Good Time Roll  - Arr Big Path band.xml;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Good Time Roll  - Arr Big Path band.xml;XML;B;BIGBAND;;;;
7411;14274;Good Time Roll SCORE VOCAL- Arr Big Path band;Big Path band;C,Bb,Eb;Good Time Roll  SCORE VOCAL- Arr Big Path band.pdf;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Good Time Roll  SCORE VOCAL- Arr Big Path band.pdf;PDF;B;BIGBAND;;;;
7412;14275;Good Time Roll -Swing Interess VOCAL- Arr BIG PHAT BAND;BIG PHAT BAND;C,Bb,Eb;Good Time Roll -Swing Interess VOCAL- Arr BIG PHAT BAND.mus;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Good Time Roll -Swing Interess VOCAL- Arr BIG PHAT BAND.mus;FIN;B;BIGBAND;;;;
7413;14276;Good Time Roll -Swing Interess VOCAL- Arr BIG PHAT BAND;BIG PHAT BAND SIB FIN;C,Bb,Eb;Good Time Roll -Swing Interess VOCAL- Arr BIG PHAT BAND SIB FIN;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Good Time Roll -Swing Interess VOCAL- Arr BIG PHAT BAND SIB FIN;DIR;B;BIGBAND;;;;
7414;14277;Good Time Roll -Swing Interess VOCAL- Arr BIG PHAT BAND SIB FIN;BIG PHAT BAND SIB FIN;C,Bb,Eb;Good Time Roll -Swing Interess VOCAL- Arr BIG PHAT BAND SIB FIN;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Good Time Roll -Swing Interess VOCAL- Arr BIG PHAT BAND SIB FIN;DIR;B;BIGBAND;;;;
7415;21164;Good Time Swing - Johnny Pumphandle;;C,Bb,Eb;Good Time Swing - Johnny Pumphandle.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Good Time Swing - Johnny Pumphandle.MGU;BiaB;B;BiaB;;;;
7416;24304;Good Times;;C,Bb,Eb;S4 23   -  Good Times S423.MGU;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 23   -  Good Times S423.MGU;BiaB;B;Biab;;;;
7417;24156;Good Times;;C,Bb,Eb;S4 23   -  Good Times S423.MGU;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 23   -  Good Times S423.MGU;BiaB;B;Biab;;;;
7418;24157;Good Times;;C,Bb,Eb;S4 23   -  Good Times.MGU;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 23   -  Good Times.MGU;BiaB;B;Biab;;;;
7419;24305;Good Times;;C,Bb,Eb;S4 23   -  Good Times.MGU;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 23   -  Good Times.MGU;BiaB;B;Biab;;;;
7420;21165;Good Vibrations - Groove Holmes;;C,Bb,Eb;Good Vibrations - Groove Holmes.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Good Vibrations - Groove Holmes.MGU;BiaB;B;BiaB;;;;
7423;21166;Goodbye;;C,Bb,Eb; Little World [ - pno ];C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\ Little World [ - pno ];BiaB;B;BiaB;;;;
7424;21167;Goodbye;;C,Bb,Eb;Goodbye.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Goodbye.MGU;BiaB;B;BiaB;;;;
7432;21168;Goodbye Pork Pie Hat;;C,Bb,Eb;Goodbye Pork Pie Hat.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Goodbye Pork Pie Hat.MGU;BiaB;B;BiaB;;;;
7435;8038;Goodbye Porkpie Hat;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;168;;7974;
7440;30746;Goodbye Yellow Brick Road;Elton John;Eb;Hal Leonard - Vol.104 - Elton John.pdf;C:\JamsetPDF;\Hal Leonard\Hal Leonard - Vol.104 - Elton John-Interessante-Completo\;P:\Hal Leonard\Hal Leonard - Vol.104 - Elton John-Interessante-Completo\Hal Leonard - Vol.104 - Elton John.pdf;PDF;B;Hal Leonard - multi strum;54;;30723;
7441;13927;Goodnight -PARTS- para big band - Arr Cardon;Cardon;C,Bb,Eb;Goodnight -PARTS- para big band - Arr Cardon.pdf;C:\JamsetPDF;\BBAVol1\;P:\BBAVol1\Goodnight -PARTS- para big band - Arr Cardon.pdf;PDF;B;BIGBAND;;;;
7442;21169;Goodnight Saigon (Billy Joel);;C,Bb,Eb;Goodnight Saigon (Billy Joel).MG9;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Goodnight Saigon (Billy Joel).MG9;BiaB;B;BiaB;;;;
7443;21170;Goodnight Sweetheart;;C,Bb,Eb;Goodnight Sweetheart.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Goodnight Sweetheart.MGU;BiaB;B;BiaB;;;;
7444;21171;Goodnite;;C,Bb,Eb;Goodnite.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Goodnite.MGU;BiaB;B;BiaB;;;;
7445;21172;Goody;;C,Bb,Eb; Goody;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\ Goody;BiaB;B;BiaB;;;;
7447;21173;Goody Goody - Johnny Mercer;;C,Bb,Eb;Goody Goody - Johnny Mercer.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Goody Goody - Johnny Mercer.MG1;BiaB;B;BiaB;;;;
7449;14278;Gordon Goodwin - The Big Phat Band - It's All Right With Me - SCORE & Parti arr Boris Myakov ;Boris Myagkov;C,Bb,Eb;Gordon Goodwin -  The Big Phat Band - It's All Right With Me - SCORE & Parti arr Boris Myakov  .pdf;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Gordon Goodwin -  The Big Phat Band - It's All Right With Me - SCORE & Parti arr Boris Myakov  .pdf;PDF;B;BIGBAND;;;;
7450;21174;Gospel Monk - Randy Weston;;C,Bb,Eb;Gospel Monk - Randy Weston.MGH;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Gospel Monk - Randy Weston.MGH;BiaB;B;BiaB;;;;
7454;9040;GOT A MATCH ;;Eb;The New Real Book (Eb) Vol.2.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\The New Real Book (Eb) Vol.2.pdf;PDF;B;Realbook;106;;9023;
7460;14279;Got The Spirit -PARTS FULL Big Band - Maynard Ferguson- arr Slide Hampton ;Slide Hampton;C,Bb,Eb;Got The Spirit -PARTS FULL Big Band - Maynard Ferguson- arr Slide Hampton .pdf;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Got The Spirit -PARTS FULL Big Band - Maynard Ferguson- arr Slide Hampton .pdf;PDF;B;BIGBAND;;;;
7461;21175;Got the Sun in the Morning;;C,Bb,Eb;Got the Sun in the Morning.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Got the Sun in the Morning.MG1;BiaB;B;BiaB;;;;
7462;21176;Got To Get You Into My Life;;C,Bb,Eb;Got To Get You Into My Life.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Got To Get You Into My Life.MGU;BiaB;B;BiaB;;;;
7463;24526;GOT TO GET YOU INTO MY LIFE;;C,Bb,Eb;Got To Get You Into My Life.MGU;C:\JamsetPDF;\BiabDBRicerca\Pop Song\;O:\BiabDBRicerca\Pop Song\Got To Get You Into My Life.MGU;BiaB;B;Biab;;;;
7468;24307;Grabbit;;C,Bb,Eb;S4 17   -  Grabbit.MGD;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 17   -  Grabbit.MGD;BiaB;B;Biab;;;;
7469;24158;Grabbit;;C,Bb,Eb;S4 17   -  Grabbit S417.MGD;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 17   -  Grabbit S417.MGD;BiaB;B;Biab;;;;
7470;24159;Grabbit;;C,Bb,Eb;S4 17   -  Grabbit.MGD;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 17   -  Grabbit.MGD;BiaB;B;Biab;;;;
7471;24306;Grabbit;;C,Bb,Eb;S4 17   -  Grabbit S417.MGD;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 17   -  Grabbit S417.MGD;BiaB;B;Biab;;;;
7473;21177;Graduation Day - Joe Sherman;;C,Bb,Eb;Graduation Day - Joe Sherman.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Graduation Day - Joe Sherman.MGU;BiaB;B;BiaB;;;;
7474;14280;Granada Agustin Lara - _Vocal_strings_parts- arr Jack_Mason;Jack Mason;C,Bb,Eb;Granada Agustin Lara - _Vocal_strings_parts-  arr Jack_Mason.pdf;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Granada Agustin Lara - _Vocal_strings_parts-  arr Jack_Mason.pdf;PDF;B;BIGBAND;;;;
7475;14281;"Granada Smoothie ;- Stan Kenton- SCORE PARTS FULL Big Band - arr Mark Taylor";Mark Taylor;C,Bb,Eb;"Granada Smoothie ;- Stan Kenton- SCORE PARTS FULL Big Band - arr Mark Taylor.pdf";C:\JamsetPDF;\BBAVol3\;"P:\BBAVol3\Granada Smoothie ;- Stan Kenton- SCORE PARTS FULL Big Band - arr Mark Taylor.pdf";PDF;B;BIGBAND;;;;
7480;21178;Grand Central;;C,Bb,Eb;Grand Central.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Grand Central.MG1;BiaB;B;BiaB;;;;
7481;8039;Grand Central;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;169;;7974;
7482;9311;GRAND CENTRAL;;Eb;The New Real Book (Eb) Vol.3.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\The New Real Book (Eb) Vol.3.pdf;PDF;B;Realbook;112;112;9236;
7484;21179;Grandfather's Clock2;;C,Bb,Eb;Grandfather's Clock2.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Grandfather's Clock2.MGU;BiaB;B;BiaB;;;;
7486;21180;Grandpa's Spells;;C,Bb,Eb;Grandpa's Spells.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Grandpa's Spells.MGU;BiaB;B;BiaB;;;;
7490;29050;Granted;Joe Henderson;Eb;Aebersold - Vol. 108 - [Joe Henderson] +Bb+Eb.pdf;C:\JamsetPDF;\Aeber\Vol.108 - Joe Henderson- Inner Urge COMPL\;P:\Aeber\Vol.108 - Joe Henderson- Inner Urge COMPL\Aebersold - Vol. 108 - [Joe Henderson] +Bb+Eb.pdf;PDF;B;Aebersold;47;13;12457;
7491;21181;Grapevine;;C,Bb,Eb;Grapevine.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Grapevine.MGU;BiaB;B;BiaB;;;;
7492;24527;Grapevine;;C,Bb,Eb;Grapevine.MGU;C:\JamsetPDF;\BiabDBRicerca\Pop Song\;O:\BiabDBRicerca\Pop Song\Grapevine.MGU;BiaB;B;Biab;;;;
7493;21182;Gravel Walk;;C,Bb,Eb;Gravel Walk.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Gravel Walk.MGU;BiaB;B;BiaB;;;;
7497;24615;Grazie Prego Scusi-Celentano;;C,Bb,Eb;Graziepregoscusi-celentano.MGX;C:\JamsetPDF;\BiabDBRicerca\ItalianeLeggera\;O:\BiabDBRicerca\ItalianeLeggera\Graziepregoscusi-celentano.MGX;BiaB;B;Biab;;;24594;
7498;21183;Great Balls Of Fire - Jack Hammer;;C,Bb,Eb;Great Balls Of Fire - Jack Hammer.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Great Balls Of Fire - Jack Hammer.MGU;BiaB;B;BiaB;;;;
7499;21184;Great Escape March - Elmer Bernstein;;C,Bb,Eb;Great Escape March - Elmer Bernstein.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Great Escape March - Elmer Bernstein.MGU;BiaB;B;BiaB;;;;
7500;21185;Green [ - pno ];;C,Bb,Eb;Green   [ - pno ].MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Green   [ - pno ].MGU;BiaB;B;BiaB;;;;
7505;21187;Green Dolphin Street;;C,Bb,Eb;Green Dolphin Street GREENDOL.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Green Dolphin Street GREENDOL.MGU;BiaB;B;BiaB;;;;
7506;21188;Green Dolphin Street;;C,Bb,Eb;Green Dolphin Street.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Green Dolphin Street.MG1;BiaB;B;BiaB;;;;
7507;21189;Green Dolphin Street;;C,Bb,Eb;Green Dolphin Street.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Green Dolphin Street.MGU;BiaB;B;BiaB;;;;
7508;21186;Green Dolphin Street;;C,Bb,Eb;Green Dolphin Street Greend~1.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Green Dolphin Street Greend~1.MGU;BiaB;B;BiaB;;;;
7509;8040;Green Dolphin Street;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;170;;7974;
7510;21190;Green Dolphin Street -;;C,Bb,Eb;Green Dolphin Street -.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Green Dolphin Street -.MG1;BiaB;B;BiaB;;;;
7514;30369;Green Earrings;;Eb;Hal Leonard - Vol.78 - Steely Dan.pdf;C:\JamsetPDF;\Hal Leonard\Hal Leonard - Vol.078 - Steely Dan\;P:\Hal Leonard\Hal Leonard - Vol.078 - Steely Dan\Hal Leonard - Vol.78 - Steely Dan.pdf;PDF;B;Hal Leonard - multi strum;39;;30348;
7519;21191;Green Eyes (played as a Tango);;C,Bb,Eb;Green Eyes (played as a Tango).MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Green Eyes (played as a Tango).MGU;BiaB;B;BiaB;;;;
7520;21192;Green Fields;;C,Bb,Eb;Green Fields Greenf~1.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Green Fields Greenf~1.MGU;BiaB;B;BiaB;;;;
7521;21193;Green Fields;;C,Bb,Eb;Green Fields.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Green Fields.MGU;BiaB;B;BiaB;;;;
7522;21194;Green Fields of Rossbeigh;;C,Bb,Eb;Green Fields of Rossbeigh.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Green Fields of Rossbeigh.MGU;BiaB;B;BiaB;;;;
7526;25947;Green Onions;;Eb;Hal Leonard - R&B Classics (For Alto Sax).pdf;C:\JamsetPDF;\Hal Leonard\Hal Leonard - R&B Classics (For Alto Sax)\;P:\Hal Leonard\Hal Leonard - R&B Classics (For Alto Sax)\Hal Leonard - R&B Classics (For Alto Sax).pdf;PDF;B;Hal Leonard;7;;25945;
7527;14282;Green Onions -SCORE PARTS - Booker T and The MGs FULL Big Band - arr Roger Holmes;Roger Holmes;C,Bb,Eb;Green Onions -SCORE PARTS  - Booker T and The MGs FULL Big Band - arr Roger Holmes.pdf;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Green Onions -SCORE PARTS  - Booker T and The MGs FULL Big Band - arr Roger Holmes.pdf;PDF;B;BIGBAND;;;;
7536;14284;Greensleeves - arr Nick Walker;Nick Walker;C,Bb,Eb;Greensleeves - arr Nick Walker.mus;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Greensleeves - arr Nick Walker.mus;FIN;B;BIGBAND;;;;
7537;14286;Greensleeves - arr Nick Walker;Nick Walker;C,Bb,Eb;Greensleeves - arr Nick Walker.xml;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Greensleeves - arr Nick Walker.xml;XML;B;BIGBAND;;;;
7538;14285;Greensleeves - arr Nick Walker;Nick Walker;C,Bb,Eb;Greensleeves - arr Nick Walker.sib;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Greensleeves - arr Nick Walker.sib;SIB;B;BIGBAND;;;;
7539;21196;Greensleeves (6/8) - anon;;C,Bb,Eb;Greensleeves (6-8) - Anon.MG8;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Greensleeves (6-8) - Anon.MG8;BiaB;B;BiaB;;;;
7540;14283;Greensleeves Arr Nick Walker;Nick Walker;C,Bb,Eb;Greensleeves  Arr Nick Walker.PDF;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Greensleeves  Arr Nick Walker.PDF;PDF;B;BIGBAND;;;;
